developer,release_year,item_count,porcentaje_free
ultrabit,2017,1,100.0
ultraint,2017,1,0.0
ultravision interactive,2014,1,0.0
ulysses games,2009,1,0.0
"umberto parisi (rmonic79),amedeo vasaturo (meovas)",2017,1,0.0
umbu games,2016,1,0.0
umix,2014,1,100.0
"umix studios,cyanide",2014,1,0.0
"umix studios,cyanide",2017,1,0.0
unnaturalism inc.,2017,1,0.0
unbound creations,2013,1,0.0
unbound creations,2016,1,0.0
unbound creations,2017,1,0.0
uncaged studios,2016,1,0.0
uncle frost team,2017,3,33.33
undead labs,2013,2,0.0
undead labs,2014,1,0.0
undead labs,2015,3,66.67
undead yeti software,2015,1,0.0
under the bridge,2017,1,0.0
undermax games,2017,3,33.33
underbite games,2016,1,0.0
undercoders,2016,1,0.0
underdog games,2015,1,100.0
underflow studios,2016,1,0.0
unexevo,2015,2,0.0
unfinished pixel,2014,1,0.0
unicorn games studio,2009,1,0.0
unicorn games studio,2010,1,0.0
"unicube,team 17 digital ltd",2016,1,0.0
unigine corp.,2012,2,0.0
unigine llc.,2012,1,0.0
unika games,2016,4,0.0
unikgame,2017,1,0.0
union workshop,2015,1,0.0
union workshop,2016,2,0.0
union workshop,2017,1,0.0
unique development studios ab,1997,1,0.0
"uniquegames,greencode",2017,1,0.0
united front games,2012,21,9.52
united front games,2013,5,0.0
united front games,2017,1,0.0
"united front games,feral interactive (mac)",2014,1,0.0
united independent entertainment gmbh,2003,1,0.0
united independent entertainment gmbh,2004,1,0.0
united independent entertainment gmbh,2013,2,0.0
united independent entertainment gmbh,2014,5,0.0
united independent entertainment gmbh,2015,2,0.0
united independent entertainment gmbh,2016,10,0.0
united independent entertainment gmbh,2017,1,0.0
"united independent entertainment gmbh,actalogic",2010,1,0.0
"united independent entertainment gmbh,actalogic",2011,1,0.0
unitedindie,2016,1,0.0
universe,2016,1,0.0
uniworlds game studios,2015,1,0.0
unknown hero,2017,1,0.0
unknown indie devs,2017,1,100.0
unknown worlds entertainment,2006,1,100.0
unknown worlds entertainment,2012,1,0.0
unknown worlds entertainment,2014,2,0.0
unknown worlds entertainment,2016,3,0.0
unknown worlds entertainment,2017,3,33.33
unlikely rogue,2016,1,0.0
unlok,2016,1,0.0
unnamed fiasco team,2016,1,0.0
unnyhog,2017,2,50.0
unosquare,2016,1,0.0
unphysical machinery,2017,1,0.0
unreal software,2004,1,100.0
unruly attractions,2015,1,0.0
unruly attractions,2017,1,0.0
unseen kingdom studios,2016,1,0.0
untame,2015,1,0.0
"untame,the future sound of london",2015,1,0.0
unterrainer informatik og,2015,1,0.0
untouch,2015,1,0.0
unwonted studios,2015,1,100.0
unwonted studios,2017,1,100.0
up multimedia,2014,1,0.0
upercon studio,2017,1,0.0
upineleed,2017,1,0.0
upper byte,2013,1,0.0
upper byte,2016,1,0.0
upper byte studio,2014,1,0.0
upper class walrus,2015,1,0.0
"upper one games,e-line media",2014,1,0.0
"upper one games,e-line media",2015,2,0.0
uppercut games pty ltd,2014,1,0.0
uppercut games pty ltd,2015,2,0.0
uppercut games pty ltd,2017,1,0.0
upturn games,2017,1,100.0
urban games,2014,1,0.0
urban games,2015,1,100.0
urbanscan,1998,1,0.0
urbanscan,2015,4,0.0
urchin games,2011,1,0.0
urchin games,2016,1,0.0
urchin games,2017,1,0.0
uroborostudio,2017,3,33.33
uruca game studio,2017,4,0.0
"urvogel games, llc",2017,2,0.0
useless machines,2016,1,0.0
utopia dream entertainment alliance (pty) ltd - south africa,2016,1,100.0
utopian world of sandwiches,2014,1,0.0
uzumeya,2016,1,0.0
v-axys,2014,1,0.0
"v34d4r,egor magurin",2017,1,0.0
"v34d4r,yolick",2017,1,0.0
v5 play,2012,1,0.0
v7 entertainment inc.,2017,1,0.0
van cubo,2016,1,0.0
vanight,2017,1,0.0
vb studio,2017,2,0.0
vdo games,2015,2,50.0
vdo games,2016,3,0.0
veao simulations,2015,1,0.0
vgstudio,2015,1,0.0
vgstudio,2016,3,0.0
vgstudio,2017,4,0.0
vhs glitch,2016,1,0.0
"vi games llc,ivan buderkrvych",2017,1,0.0
vi games llc,2017,1,0.0
vis - visual imagination software,2014,2,50.0
vis - visual imagination software,2015,1,0.0
vis - visual imagination software,2016,4,25.0
vis - visual imagination software,2017,1,0.0
vis games,2016,1,0.0
vis interactive,1999,1,0.0
vis-games,2011,1,0.0
vis-games,2012,3,0.0
vis-games,2017,1,0.0
vitalii holiev,2017,1,0.0
vlladget,2016,1,0.0
vr designs,2010,1,0.0
vr designs,2011,1,0.0
vr designs,2012,1,0.0
vr designs,2015,1,0.0
"vrider, inc.",2017,1,0.0
vrotein,2017,1,0.0
vstep,2010,1,0.0
vstep,2011,2,0.0
vstep,2012,2,0.0
vstep,2013,1,0.0
vaclav hudec,2016,1,100.0
vadim ledyaev,2016,1,0.0
"vadim ledyaev,andrew vedernikov",2016,1,0.0
vadim silvestrov,2017,1,0.0
vadjra,2017,1,0.0
vae victis games,2016,2,50.0
vagabond dog,2014,2,50.0
vagabond dog,2017,1,0.0
"vagabond dog,degica",2015,1,0.0
"vagabond dog,laser destroyer team",2014,1,0.0
vague pixels,2018,1,100.0
valera entertainment,2017,1,0.0
valhalla cats,2015,2,0.0
valiant interactive,2016,1,0.0
valkyria games,2017,1,0.0
valkyria studios,2016,1,0.0
"valkyrie entertainment, llc",2017,1,100.0
valorware,2012,1,0.0
valorware,2016,1,0.0
valravn games,2017,1,0.0
valsar,2015,1,0.0
valusoft,2011,1,0.0
valusoft,2015,1,0.0
valut,2017,1,0.0
valve,1998,1,0.0
valve,1999,1,0.0
valve,2000,2,0.0
valve,2001,1,0.0
valve,2003,1,0.0
valve,2004,5,0.0
valve,2005,1,100.0
valve,2006,2,0.0
valve,2007,3,33.33
valve,2008,1,0.0
valve,2009,1,0.0
valve,2010,2,50.0
valve,2011,1,0.0
valve,2012,2,50.0
valve,2014,7,100.0
valve,2016,1,100.0
valve,2017,2,0.0
"valve,kadokawa",2016,1,100.0
vamped games,2017,1,100.0
vanguard games,2010,1,0.0
vanguard games,2011,1,0.0
"vanguard games,343 industries",2014,1,0.0
vantage games,2016,1,0.0
varagtp,2015,2,0.0
varagtp,2016,3,0.0
varagtp,2017,5,0.0
varia games,2015,1,0.0
varia games,2017,1,0.0
variable state,2016,2,0.0
varkian empire,2016,2,0.0
vasara entertainment,2015,1,0.0
vashta entertainment,2017,1,100.0
vasiliy kostin,2016,1,0.0
"vasily voronkov,ryan joseph,peter kosyh",2015,1,100.0
vast studios,2017,2,0.0
vault interactive,2016,1,0.0
"vblank entertainment, inc.",2014,1,0.0
vector arcade,2016,1,0.0
vector games,2014,1,0.0
vector unit,2014,1,0.0
vector unit,2016,1,0.0
vectorpark,2015,1,0.0
"vectorpark, inc.",2009,1,0.0
vedanta team,2017,1,0.0
vega play,2016,1,0.0
veibyn,2015,1,0.0
veibyn,2017,1,0.0
vendel games,2016,1,0.0
vendel games,2017,2,0.0
vennril,2016,1,0.0
venomyth game studio,2017,1,0.0
ventura science,2017,2,0.0
venture moon industries,2016,1,0.0
venugopalan sreedharan,2016,1,0.0
"vermont software studios,llc",2014,1,0.0
vernacular games,2016,1,0.0
versovr,2018,1,100.0
versus system,2016,2,0.0
versus system,2017,1,0.0
"vertex games, s.c.",2015,1,0.0
vertex pop,2015,1,0.0
vertex pop,2017,1,0.0
"vertex pop,robby duguay",2015,1,0.0
"vertex pop,robby duguay",2017,1,0.0
vertexity studio,2017,1,0.0
vertical skull games,2016,1,0.0
vertigo games,2015,1,0.0
vertigo games,2016,2,0.0
vertigo games america,2016,6,16.67
vertigo gaming,2015,1,0.0
vertigo gaming inc.,2010,1,0.0
vertigo gaming inc.,2013,1,0.0
vertigo gaming inc.,2017,2,0.0
verto studio llc,2015,1,0.0
very simple idea studios,2015,1,0.0
verymax,2017,4,0.0
veslo games,2018,1,100.0
"vex studios, llc",2016,1,100.0
vexed enigma,2016,3,0.0
vexed enigma,2017,2,0.0
vexedenigma,2015,1,0.0
vexel games,2014,1,0.0
viwo games,2014,1,0.0
viacheslav bushuev,2017,1,0.0
vibe avenue,2016,1,0.0
vibrant core,2016,1,0.0
vicabo gmbh,2017,1,0.0
vicious cycle software,2015,2,0.0
vicious cycle software,2016,11,9.09
"vicious cycle software, inc.",2011,1,0.0
vicrusenpai,2017,1,0.0
"victor solodilov,denis novikov",2015,1,0.0
victorian clambake,2017,1,0.0
victory works,2013,1,0.0
victory works,2014,4,0.0
victory works,2015,1,0.0
victory works,2016,3,0.0
victory works,2017,2,0.0
vidan design,2016,10,0.0
vidas salavejus,2016,5,0.0
vidas salavejus,2017,2,0.0
videocult,2017,2,0.0
videojuegos fermín,2017,2,50.0
vidroid,2017,2,0.0
viewapp,2014,1,0.0
viewapp,2015,2,0.0
"viewapp,mr-software gbr",2014,1,100.0
vifth floor,2016,5,0.0
vigil games,2010,1,0.0
vigilant addiction studios,2014,2,0.0
vigilant addiction studios,2015,1,0.0
viistopro,2017,1,0.0
viking tao,2016,1,100.0
viktor chlumský,2016,1,0.0
vile monarch,2016,3,0.0
vile monarch,2017,2,50.0
villainous  games,2016,1,0.0
"ville mönkkönen,anne mönkkönen",2013,1,0.0
"vince dicola,kenny meriedeth,mighty rabbit studios",2014,1,0.0
vincent parrish,2017,1,0.0
vinci games,2014,1,0.0
vindit,2017,1,0.0
vine,2014,1,0.0
viny game studios,2017,1,0.0
vionsoft,2017,1,0.0
viperante,2015,1,0.0
viquasoft,2016,1,0.0
virgil tuser,2016,1,0.0
virgin games,1993,1,0.0
"virgin interactive entertainment,priitk",2015,1,100.0
viron shake,2016,1,0.0
virtavia,2015,2,0.0
virtavia,2016,19,0.0
virtavia,2017,8,0.0
"virtual basement llc,code headquarters llc",2015,1,0.0
virtual new haven railroad,2016,1,0.0
virtual new haven railroad,2017,1,0.0
virtual playground,2008,1,0.0
virtual prophecy entertainment,2010,1,0.0
virtual prophecy entertainment,2011,1,0.0
virtual racing industries ltd.,2015,9,0.0
virtual racing industries ltd.,2016,1,0.0
virtual racing industries ltd.,2017,12,0.0
virtual rail creations,2016,1,0.0
virtual rail creations,2017,1,0.0
virtual railroads,2014,1,0.0
virtual top,2017,6,0.0
virtualhere pty. ltd.,2016,2,0.0
virtualdesign3d.com,2017,1,0.0
"virtually competent, llc",2017,1,0.0
virtuos,2013,2,0.0
virtys,2017,1,100.0
visceral games,2011,1,0.0
vishnu vadakke pariyarath,2016,1,0.0
vishwa karma studios,2017,1,0.0
vision riders entertainment,2014,1,0.0
visiontrick media,2016,1,0.0
visual concepts,2015,1,0.0
visual concepts,2016,1,0.0
visual concepts,2017,1,0.0
"visual concepts,yuke's",2016,1,0.0
"visual concepts,yuke's co., ltd",2017,16,0.0
visual entertainment and technologies,2014,1,0.0
visual imagination software gbr,2015,1,0.0
visual outbreak,2014,1,0.0
"visual wordplay,godline",2016,1,100.0
visualarts/key,2004,1,0.0
visualarts/key,2005,1,0.0
visualarts/key,2015,2,0.0
visualarts/key,2016,3,0.0
visualarts/key,2017,6,0.0
"visualpath,indievision studio",2016,1,0.0
visualtech48,2015,1,0.0
visualtech48,2016,2,50.0
visualnoveler,2016,2,0.0
visualnoveler,2017,2,0.0
visumeca games,2017,1,0.0
"viswanath atlu,laurie banks,rohan bhukan,nick burnham,avinash kalapala,yash kapani,katharine marsh,ankur rathore,hardit singh,anoop nihar srinivas,ryan guanyuhao jiang,robert zhu",2016,1,100.0
vital games ltd,2015,1,0.0
vitali kirpu,2015,1,0.0
"vitali kirpu,alexander poysky,mikko arvola",2015,1,0.0
vitalizelenyuk,2016,1,100.0
vitalizelenyuk,2017,1,0.0
vitalii holiev,2017,1,0.0
vitaliy shikhovtsev,2016,1,0.0
vitaly rekubratskiy,2016,1,0.0
vitaly titov,2017,1,0.0
vitor pêgas,2017,1,100.0
viva media,2016,1,0.0
vivid games,2013,1,0.0
vivid games s.a.,2014,1,0.0
vivid helix,2017,1,0.0
vlad cristian,2017,1,0.0
vlad k.,2016,1,0.0
vlad k.,2017,1,0.0
vladimir alekseev,2017,1,0.0
"vladimir beletsky,mikhail shvachko",2017,2,0.0
vladimir kudelka,2015,1,0.0
vladimir maslov,2016,6,16.67
vladimir maslov,2017,4,25.0
vladimir shlapak,2016,1,0.0
"vladimir slav,coldwild games",2016,1,0.0
vladis fire,2016,1,0.0
vlambeer,2010,1,100.0
vlambeer,2014,1,0.0
vlambeer,2015,1,0.0
vlambeer,2016,1,100.0
"vlambeer,croteam",2011,1,0.0
vogat interactive,2010,1,0.0
vogd3,2016,1,0.0
vogelfänger,2016,1,0.0
vogelfänger,2017,2,50.0
vogelsap,2015,1,0.0
voiceattack.com,2009,1,0.0
void games,2017,1,0.0
voiddev,2015,2,50.0
voided pixels,2017,1,0.0
volition,2001,1,0.0
volition,2009,1,0.0
volition,2011,10,10.0
volition,2012,14,0.0
volition,2014,1,0.0
volition inc,2014,1,0.0
volition inc.,2014,1,0.0
"volition, inc.",2001,1,0.0
"volition, inc.",2003,1,0.0
"volition,reactor zero,thq nordic",2009,1,0.0
"volition,reactor zero,thq nordic",2014,1,0.0
volkdab,2017,1,0.0
volker elzner,2017,1,0.0
voltornas games,2017,1,0.0
volumeup studios,2016,1,0.0
volumetric games,2016,1,0.0
voofoo studios,2014,2,50.0
voofoo studios,2015,3,0.0
voofoo studios,2016,6,0.0
voofoo studios,2017,7,14.29
voofoo studios ltd,2015,2,0.0
voofoo studios ltd,2016,1,0.0
vorobiov vadym,2016,1,0.0
vortal storm,2014,1,100.0
vostok games,2015,5,20.0
vostok games,2016,2,0.0
vovoid media technologies ab,2015,2,0.0
vox,2018,1,0.0
vox mare,2017,1,0.0
voxelstorm,2014,1,0.0
voxelstorm,2015,1,0.0
voxelstorm,2017,1,0.0
voxler games,2014,1,0.0
voxler games,2016,1,0.0
vrai,2017,2,0.0
vue simulations,2017,1,0.0
vulgat,2017,2,0.0
vulture strike,2017,2,0.0
"vuthax,rakarnov studios",2017,1,0.0
vyacheslav notbad,2017,3,0.0
"vyacheslav ozolnieks,andrey omelchenko,andrey kashin",2016,1,0.0
"vyacheslav ozolnieks,georgy studenikin",2017,1,100.0
vyacheslav shilikhin,2017,13,0.0
w@ games,2016,1,0.0
warteam,2015,1,100.0
waterphoenix.inc,2017,1,0.0
"wb games montreal,splash damage",2013,4,0.0
"wb games montreal,splash damage",2014,2,0.0
webzen,2013,1,0.0
webzen inc.,2006,1,100.0
webzen inc.,2017,2,50.0
"webzenonnet co., ltd.",2016,1,100.0
whiterock games,2017,1,0.0
winged sakura games,2014,2,0.0
winged sakura games,2016,2,0.0
winged sakura games,2017,3,0.0
wjle  game,2016,1,0.0
wolcen studio,2016,1,0.0
wonderful lasers,2016,1,0.0
wrd,2017,1,0.0
wrf studios,2011,1,0.0
wrf studios,2015,1,0.0
wrgenesis,2017,1,0.0
wtfomgames,2014,2,0.0
wtfomgames,2016,2,0.0
wtfomgames,2017,1,0.0
wtao,2017,1,0.0
"wxp games, llc",2011,1,0.0
"wxp games, llc",2012,3,0.0
wzogi,2014,1,0.0
wzogi,2017,1,0.0
wacha,2015,1,100.0
wadjet eye games,2009,1,0.0
wadjet eye games,2012,4,0.0
wadjet eye games,2014,1,0.0
wadjet eye games,2016,2,0.0
"waiting for you guys,infinitemangastudios",2010,1,0.0
wakagana,2016,1,100.0
wakeskaterx,2015,1,100.0
wako factory,2017,2,0.0
waldemar umaniz,2017,1,0.0
wales interactive,2013,3,0.0
wales interactive,2014,1,0.0
wales interactive,2016,3,0.0
walk thru walls studios,2014,1,0.0
walkboy studio,2017,2,0.0
walter machado,2015,2,0.0
walter machado,2016,5,0.0
walter machado,2017,5,0.0
wanako games,2006,1,0.0
wang liwen,2016,1,0.0
wang wenxi,2017,1,0.0
"wangjianwei,kuangxiang",2017,1,100.0
"wannes vanoyenbrugge,jorn segers",2017,1,0.0
"war drum studios,e mcneill",2016,1,0.0
wargirl games,2015,2,50.0
"wargirl games,seycara music and arts",2015,1,0.0
waraní studios,2017,1,100.0
warballoon,2015,1,0.0
ward dehairs,2016,1,0.0
"ward mahadin,aaram mahadin,nehaia halabeieh",2017,1,100.0
wareberd,2015,1,0.0
warfare studios,2015,13,0.0
warfare studios,2016,9,0.0
warfare studios,2017,14,0.0
warfaresims,2014,1,0.0
warfaresims,2015,1,0.0
warfaresims,2016,4,0.0
warfaresims,2017,5,0.0
wargaming group limited,2016,1,100.0
wargaming group limited,2017,1,100.0
wargaming.net,2003,1,0.0
wargaming.net,2005,1,0.0
wargaming.net,2009,1,0.0
warhead entertainment,2017,1,100.0
warlock arts,2014,1,0.0
warlock arts,2017,2,0.0
warlock wireless,2016,1,100.0
warm lamp games,2016,2,50.0
warm lamp games,2017,1,0.0
warped tales,2017,3,33.33
warptear entertainment,2016,1,0.0
warptear entertainment,2017,1,0.0
"warrior general games, llc",2017,1,0.0
wastelands interactive,2009,1,0.0
wastelands interactive,2014,5,0.0
wastelands interactive,2015,3,66.67
wastelands interactive,2016,1,0.0
watermelon,2011,1,0.0
watermelon,2014,2,50.0
watercolor games,2017,1,0.0
watercress studios,2016,1,100.0
waterlily games,2010,1,0.0
waterlily games,2011,1,0.0
wave interactive,2017,1,0.0
wave light games inc.,2017,1,0.0
wavedna,2014,7,14.29
wax lyrical games,2011,1,0.0
wax lyrical games,2013,1,0.0
wayforward,2013,1,0.0
wayforward,2014,2,0.0
wayforward,2015,5,0.0
wayforward,2016,1,0.0
wayforward,2017,4,0.0
wayforward technologies inc.,2014,1,0.0
"wayforward,abstraction games",2014,1,0.0
waygetter electronics,2016,1,0.0
"wayne jackson,jason mallett,colin wren",2017,1,0.0
waynetron,2016,1,0.0
wayward design,2000,1,0.0
wayward prophet,2016,1,0.0
waz,2014,1,0.0
we are bots,2016,2,50.0
we are bots,2017,1,0.0
we the force studios,2017,1,0.0
wemade,2016,9,11.11
wemade,2017,5,0.0
wemakeapp studio,2017,1,0.0
weappy studio,2016,1,0.0
web interactive solutions,2015,1,0.0
web interactive solutions,2017,1,0.0
webber games,2016,1,0.0
webcore games,2016,1,0.0
webfoot,2015,1,0.0
webfoot games,2015,1,0.0
weckr industries,2017,1,0.0
wee free studio,2016,1,0.0
weersproductions,2016,1,0.0
wehrmann studios,2016,1,0.0
weird and wry,2015,1,0.0
weird and wry,2016,2,0.0
weirdbeard,2016,3,33.33
weirdbeard,2017,5,0.0
weixi games,2015,1,0.0
"weixi games,zix solutions",2015,1,0.0
weixi studio,2017,2,0.0
well bred rhino,2017,2,0.0
wellore,2016,1,0.0
"wellore,alawar entertainment",2015,1,0.0
weltrom studios,2017,1,0.0
wesley laferriere,2015,1,0.0
west coast games ltd,2017,1,0.0
west coast software,2015,1,0.0
west dragon productions dr,2014,1,0.0
west forest games,2016,4,50.0
western civilization software,2012,1,0.0
western civilization software,2013,2,0.0
westwood studios,1994,1,0.0
wetgenes,2015,1,0.0
wetgenes,2016,1,0.0
whackakey games,2015,1,0.0
whackakeygames,2017,1,0.0
whale hammer games,2016,3,0.0
whale nebula,2015,1,0.0
whalebox studio,2016,2,0.0
whalegun,2016,1,0.0
whalenought studios,2015,1,0.0
"what pumpkin games, inc.",2017,2,0.0
what the fantastic games group,2016,1,0.0
wheat muffin games,2016,1,0.0
"whim independent studios, llc",2017,1,0.0
whipstitch games,2016,1,0.0
whiskey jack games,2016,2,0.0
whiskeybarrel studios,2017,2,0.0
white birds productions,2007,1,0.0
white cat,2013,2,50.0
white chamber,2017,1,100.0
white clover inc.,2018,1,100.0
white clover worlds,2015,2,0.0
white dog,2016,3,0.0
white dog,2017,5,20.0
white giant rpg studios,2014,1,0.0
white giant rpg studios,2015,1,100.0
white giant rpg studios,2017,1,0.0
"white giant rpg studios, llc",2015,1,0.0
"white guardian studios, llc",2015,1,0.0
white noise wave,2015,1,0.0
white paper games,2014,2,0.0
white rabbit games,2016,4,0.0
white sparkle games,2017,1,100.0
white wizard games,2016,7,14.29
white wizard games,2017,3,0.0
whitemoon dreams,2014,1,100.0
whitemoon dreams,2017,1,0.0
whitenutgames,2017,1,0.0
whitesponge,2016,2,0.0
"whited43,fantsize",2017,1,0.0
whiteerminestudios,2017,1,0.0
whitefishgames,2016,1,0.0
whitethorn digital,2017,2,0.0
whole hog games,2014,1,0.0
wholetone games,2016,4,50.0
whoop group,2017,1,0.0
"whoop group,kevin gallagher",2017,1,0.0
whootgames,2015,1,0.0
why not games,2017,1,0.0
"wicked fun, inc.",2015,1,100.0
"wicked fun, inc.",2016,5,0.0
wicked witch software,2015,1,100.0
wicked witch software,2016,1,0.0
wicked witch software,2017,1,0.0
wickey ware,2015,1,0.0
wickworks,2014,2,50.0
widdly 2 diddly,2014,1,0.0
wilco,2017,1,0.0
wild factor,2017,1,100.0
wild games studio,2013,1,0.0
wild games studio,2014,1,0.0
wild guess software,2016,1,0.0
wild planet studio,2016,1,0.0
wild shadow studios,2012,1,100.0
wild shadow studios,2014,6,83.33
"wild shadow studios,deca games ou",2016,1,0.0
wild sphere,2015,1,0.0
wild wolf std,2015,6,16.67
wildlabs,2017,1,0.0
wildtangent,2005,1,0.0
wildtangent,2008,1,0.0
wildtangent,2009,1,0.0
wildtangent,2014,1,0.0
wildcard studios,2017,1,0.0
wilderness journal games,2016,1,0.0
wildgrass,2015,1,0.0
will carlough,2017,1,0.0
will goss,2017,1,0.0
will sykes games,2016,1,0.0
william cheek,2017,1,100.0
william smith,2016,1,0.0
willz,2017,1,0.0
winch gate property limited,2016,1,100.0
wind jester games,2016,1,0.0
windlimit,2016,1,0.0
windthunder studio,2016,2,0.0
windthunder studio,2017,9,11.11
windam,2017,1,0.0
windflow,2016,1,0.0
windforce,2015,1,0.0
windforce,2017,1,0.0
windmill games,2015,1,0.0
windward_birds,2014,1,0.0
windward_birds,2017,2,0.0
windy hill,2018,1,100.0
windybeard,2014,1,0.0
windybeard,2017,4,0.0
winged cloud,2015,8,0.0
winged cloud,2017,1,0.0
winged pixel inc.,2014,1,0.0
winged pixel inc.,2015,1,100.0
wingware,2014,2,0.0
wingware,2017,2,0.0
winnie song,2015,1,0.0
winter drake teller,2015,2,0.0
winter wolves,2008,1,0.0
winter wolves,2009,2,0.0
winter wolves,2010,1,0.0
winter wolves,2011,5,0.0
winter wolves,2012,1,0.0
winter wolves,2013,2,0.0
winter wolves,2014,11,9.09
winter wolves,2015,1,0.0
winter wolves,2016,4,0.0
winter wolves,2017,3,0.0
wintercell studios,2016,1,0.0
winterspring games,2017,1,0.0
wioleta moniuszko,2017,1,0.0
wisdom tree,2017,1,0.0
"wisdom tree, inc.",1995,1,0.0
wisdomtools,2014,1,0.0
wise dad games,2016,1,0.0
wisefool studio,2017,1,100.0
wiseman softworks,2015,1,0.0
wish fang,2016,2,50.0
wisp entertainment,2017,1,100.0
wispfire,2017,1,0.0
witan entertainment,2009,1,0.0
witan game production house,2011,1,0.0
witch beam,2015,2,0.0
witching hour studios,2015,1,0.0
witching hour studios,2016,2,0.0
with the love studios,2014,1,0.0
wither studios,2017,1,0.0
wix games,2017,1,0.0
"wix games,mad.com",2017,1,0.0
wizarbox,2014,1,0.0
wizarbox production,2014,1,0.0
wizarbox,2012,1,0.0
wizard fu,2017,1,0.0
wizbyte games,2015,1,0.0
wizbyte games,2017,2,0.0
wnmstudio,2015,1,0.0
wnmstudio,2017,2,50.0
woblyware,2017,1,0.0
wojciech krupinski,2015,1,0.0
wojciech krupinski,2016,1,0.0
wojciech krupinski,2017,1,0.0
wolf pack,2017,1,0.0
wolf ray studios,2015,1,0.0
wolfcoder workshop,2017,1,0.0
"wolfshipgames co., ltd.",2017,1,0.0
wolftech games,2016,1,0.0
wolff dobson,2016,1,0.0
wolfgame,2014,1,0.0
wolfgang lueger,2017,1,0.0
wolfgangis,2016,1,0.0
wolfire games,2005,1,0.0
wolfire games,2013,1,0.0
wolfire games,2017,1,0.0
wolfray entertainment,2017,1,0.0
wolverine studios,2014,2,0.0
wolverine studios,2015,1,0.0
wolverine studios,2016,1,0.0
wolverine studios,2017,2,0.0
wonderbox games,2017,5,0.0
wonderfling,2014,1,0.0
wonderful tree studio,2014,1,0.0
wonderstruck,2014,3,0.0
wooden shoes games,2017,1,100.0
woodsy studio,2014,1,0.0
woodsy studio,2015,1,0.0
woodsy studio,2016,4,0.0
woodsy studio,2017,2,50.0
woolf,2016,1,100.0
"workinman interactive, llc.",2016,1,0.0
"workroom7,creobit",2015,1,0.0
workyrie game studio,2016,1,0.0
"world entertainment studios, llc,mcleodgaming inc.",2017,1,0.0
"world loom,house of fables",2015,1,0.0
world-loom,2015,1,0.0
world-loom,2016,1,0.0
world-loom,2017,4,0.0
"world-loom,nitreal",2014,2,0.0
worldwidesoftware,2017,1,0.0
worldgame entertainement,2016,1,0.0
worm animation,2017,1,0.0
wormwood studios,2012,1,0.0
wormwood studios,2016,2,50.0
worthing &amp; moncrieff,2016,1,0.0
worthing &amp; moncrieff,2017,2,50.0
worthing and moncrieff,2016,1,100.0
worthless bums,2013,1,0.0
wouter van oortmerssen,2017,1,0.0
wraith studio,2017,1,0.0
wreck tangle games,2016,3,0.0
wrecked angle studios,2018,1,100.0
wronghut,2016,1,0.0
wube software ltd.,2016,2,0.0
wulo games,2015,1,0.0
"wulo games,deadbit",2016,1,0.0
wurd industries,2017,1,0.0
wurrad,2017,1,0.0
wysix,2017,2,0.0
wyrmbyte,2014,2,50.0
wyrmling productions,2015,1,0.0
wyse games,2015,1,0.0
wytchlight,2015,2,50.0
x-bow software,2010,2,0.0
x-legend,2014,1,100.0
x-legend,2017,1,100.0
"x-stream digital co., ltd.",2016,1,0.0
"x1 software,awar",2012,1,0.0
x3 brothers,2017,1,0.0
xenopz,2017,1,0.0
xfield paintball sas,2017,1,0.0
xgen studios,2008,1,0.0
xgen studios,2011,1,0.0
xgen studios,2013,2,0.0
xgen studios,2017,3,0.0
"xiaoyao,betasparkuk",2014,1,0.0
xii games,2012,1,0.0
"xiness co,. ltd.",2017,1,0.0
"xiness co., ltd.",2017,1,0.0
xlgames,2015,1,100.0
xlgames,2016,3,100.0
xlgames,2017,1,0.0
xmpt games,2015,2,0.0
xminutesgames,2017,1,0.0
xoa productions,2017,1,0.0
xpagame,2016,1,0.0
xpec entertainment inc.,2014,1,0.0
xprod games,2016,1,0.0
xteam software solutions srls,2016,1,0.0
xyla entertainment,2013,1,0.0
xyz visuals,2014,1,0.0
xyz visuals,2017,2,0.0
xamdes games,2017,1,0.0
xander's corgi arcade,2015,1,0.0
xatrix entertainment,1994,1,0.0
xatrix entertainment,1995,1,0.0
xatrix entertainment,1997,1,0.0
xatrix entertainment,1998,1,0.0
xatrix entertainment,1999,1,0.0
"xavi canal, ben palgi",2012,1,0.0
xaviant,2014,1,0.0
xavier orion games,2017,1,0.0
xefier games inc.,2017,2,0.0
xelphyre games,2017,1,0.0
xemory llc,2016,1,100.0
xeneder,2017,2,0.0
xeniosvision,2014,1,0.0
xenoaisam,2016,2,0.0
xenturion,2017,1,0.0
xero tr-mmxz,2017,2,0.0
xform,2017,1,0.0
xinfinity games,2016,2,0.0
xinfinity games,2017,5,0.0
"xinfinity games,nova studios",2017,5,0.0
xiaolongbao games,2017,1,0.0
xibalba studios,2016,1,0.0
xigma games,2016,1,0.0
xiotex studios,2014,1,0.0
xiotex studios ltd,2014,1,0.0
xiotex studios ltd,2015,1,0.0
xiotex studios ltd,2016,1,0.0
xiotex studios ltd,2017,1,0.0
xitilon,2012,1,0.0
xitilon,2017,3,0.0
"xitilon,esdeer",2016,1,0.0
"xitilon,esdeer",2017,1,0.0
"xitilon,xeneder",2017,1,0.0
xivek's toybox,2017,1,0.0
xodupo,2017,1,0.0
xorcerox,2016,1,0.0
xorcerox,2017,1,0.0
xoron gmbh,2017,1,0.0
xtal sword,2013,1,0.0
